UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
19016,I need a loan to pay for a much-needed vacation after years of saving.,"? 77,615.00",306,6615,35.58,employed,Rejected, 0.09 
19017,I need money to cover adoption fees and related expenses.,"? 149,594.00",311,65255,25.29,employed,Rejected, 0.44 
19018,I want to pay off my payday loans and switch to a lower-interest option.,"? 197,430.00",609,105065,15.83,employed,Approved, 0.53 
19019,I need funds to stock inventory for my new retail store.,"? 81,088.00",341,34710,49.96,unemployed,Rejected, 0.43 
19020,I need a loan to pay for an international vacation with my family.,"? 107,788.00",830,22069,39.28,unemployed,Rejected, 0.20 
19021,"I need financial help to cover wedding expenses, including the venue and catering.","? 144,746.00",393,25647,12,employed,Rejected, 0.18 
19022,I need a loan to support my side business selling handmade candles.,"? 177,278.00",773,34581,14.57,employed,Approved, 0.20 
19023,I need a loan to pay for a much-needed vacation after years of saving.,"? 139,007.00",693,77201,20.93,employed,Approved, 0.56 
19024,I need a loan to cover emergency expenses after a natural disaster.,"? 100,200.00",388,8035,35.13,unemployed,Rejected, 0.08 
19025,I need money to purchase specialized tools for my auto repair shop.,"? 113,895.00",779,5928,20.54,employed,Approved, 0.05 
19026,I need funds to pay for my pilot training program.,"? 20,926.00",485,3316,119.06,employed,Rejected, 0.16 
19027,I need money to purchase updated equipment for my photography business.,"? 42,838.00",748,3059,114.94,employed,Rejected, 0.07 
19028,I need funds to launch my handmade jewelry brand online.,"? 122,247.00",445,50741,15.75,unemployed,Rejected, 0.42 
19029,I need a loan to buy a reliable used car for work commuting.,"? 127,291.00",511,54898,30.36,employed,Rejected, 0.43 
19030,I need funds to expand my home-based bakery to a physical store.,"? 22,624.00",681,10799,161.9,unemployed,Rejected, 0.48 
19031,I need a loan to buy a reliable used car for work commuting.,"? 135,417.00",723,7535,26.58,employed,Approved, 0.06 
19032,I need a loan to cover emergency expenses after a natural disaster.,"? 30,305.00",344,4910,87.67,employed,Rejected, 0.16 
19033,I need a loan to cover emergency expenses after a natural disaster.,"? 194,684.00",475,120674,19.07,unemployed,Rejected, 0.62 
19034,I want to make home improvements like installing solar panels.,"? 73,232.00",821,51769,43.15,unemployed,Rejected, 0.71 
19035,I need a loan to develop and launch my mobile app startup.,"? 172,580.00",528,53487,27.07,unemployed,Rejected, 0.31 
19036,I need financial assistance to launch my own YouTube content creation business.,"? 109,778.00",669,9686,36.69,employed,Approved, 0.09 
19037,I want to start a local transportation service and need funds for a van.,"? 89,648.00",848,43925,54.69,unemployed,Rejected, 0.49 
19038,I need funds to pay for my daughter's college tuition.,"? 105,453.00",742,49864,20.21,employed,Approved, 0.47 
19039,I need a loan to start a small business.,"? 127,930.00",752,58808,30.7,employed,Approved, 0.46 
19040,I need financial support to renovate my rental apartment.,"? 39,074.00",378,29695,16.77,unemployed,Rejected, 0.76 
19041,I need funds to buy new furniture and appliances for my house.,"? 193,589.00",613,72807,7.55,unemployed,Rejected, 0.38 
19042,I need a loan to pay for a digital marketing course to grow my business.,"? 40,337.00",395,27863,91.82,employed,Rejected, 0.69 
19043,I want to invest in a rental property as a source of passive income.,"? 168,888.00",495,103456,24.08,employed,Rejected, 0.61 
19044,I need a loan to relocate to a new city after getting a job offer.,"? 151,914.00",670,18842,25,unemployed,Rejected, 0.12 
19045,I need a loan to develop and launch my mobile app startup.,"? 182,574.00",834,137866,7.83,employed,Rejected, 0.76 
19046,I need a loan to buy a motorcycle for daily transportation.,"? 56,924.00",833,29136,16.2,employed,Approved, 0.51 
19047,I need financial help to install a swimming pool in my backyard.,"? 63,239.00",517,11814,29.2,unemployed,Rejected, 0.19 
19048,I need a loan to pay for an international vacation with my family.,"? 170,948.00",584,1530,17.71,employed,Approved, 0.01 
19049,I need a loan to build a website and market my freelance services.,"? 165,199.00",638,28732,7.34,unemployed,Rejected, 0.17 
19050,I need financial help to cover unexpected veterinary bills for my pet.,"? 147,230.00",669,36526,4.92,employed,Approved, 0.25 
19051,I want to make home improvements like installing solar panels.,"? 182,109.00",314,2740,14.5,unemployed,Rejected, 0.02 
19052,I need a loan to upgrade my small music studio with better equipment.,"? 77,318.00",419,26874,21.01,employed,Rejected, 0.35 
19053,I need money to cover unexpected legal expenses related to a dispute.,"? 71,920.00",734,36839,44.27,unemployed,Rejected, 0.51 
19054,I want to invest in livestock to start a small dairy farm.,"? 172,492.00",514,65825,18.46,employed,Rejected, 0.38 
19055,I need a loan to build a website and market my freelance services.,"? 154,430.00",747,8471,26.41,employed,Approved, 0.05 
19056,I need a loan to repair my car after an accident.,"? 180,558.00",356,93681,4.53,employed,Rejected, 0.52 
19057,I need a loan to buy a motorcycle for daily transportation.,"? 81,582.00",824,11443,52.1,unemployed,Rejected, 0.14 
19058,I need money to purchase updated equipment for my photography business.,"? 62,105.00",681,13765,52.27,unemployed,Rejected, 0.22 
19059,I need financial help to build my dream home in the countryside.,"? 146,634.00",715,57771,9.71,unemployed,Rejected, 0.39 
19060,I want to expand my small online clothing store.,"? 153,818.00",606,99029,5.14,unemployed,Rejected, 0.64 
19061,"I need financial help to cover wedding expenses, including the venue and catering.","? 161,207.00",804,128103,30.29,employed,Rejected, 0.79 
19062,I need financial help to cover unexpected veterinary bills for my pet.,"? 37,706.00",398,3393,79.66,unemployed,Rejected, 0.09 
19063,I need financial help to build my dream home in the countryside.,"? 51,230.00",549,11157,56.37,unemployed,Rejected, 0.22 
19064,I need a loan to start a small business.,"? 24,696.00",840,17665,146.48,employed,Rejected, 0.72 
19065,I need a loan to repair my car after an accident.,"? 68,015.00",589,45703,8.02,unemployed,Rejected, 0.67 
19066,I want to make home improvements like installing solar panels.,"? 129,825.00",490,32382,30.6,unemployed,Rejected, 0.25 
19067,I need financial support to pay for my son's football training program.,"? 108,686.00",618,3655,36.81,employed,Approved, 0.03 
19068,I need a loan to develop and launch my mobile app startup.,"? 179,784.00",394,114328,12.62,unemployed,Rejected, 0.64 
19069,I need funds to stock inventory for my new retail store.,"? 126,974.00",315,73864,31.77,unemployed,Rejected, 0.58 
19070,I need a loan to relocate to a new city after getting a job offer.,"? 40,242.00",699,16693,16.53,employed,Approved, 0.41 
19071,I need financial support for medical treatment abroad.,"? 74,611.00",825,30252,59.03,employed,Rejected, 0.41 
19072,I need money to launch my own tech startup focused on AI solutions.,"? 181,872.00",646,11652,7.91,employed,Approved, 0.06 
19073,I need a loan to pay for an international vacation with my family.,"? 186,240.00",615,14260,24.48,employed,Approved, 0.08 
19074,I need funds to enroll in a professional certification program.,"? 164,111.00",759,8811,6.59,employed,Approved, 0.05 
19075,I need financial support for medical treatment abroad.,"? 185,906.00",728,116058,25.6,unemployed,Rejected, 0.62 
19076,I need money to purchase updated equipment for my photography business.,"? 162,806.00",419,22694,25.45,employed,Rejected, 0.14 
19077,I need funds to enroll in a professional certification program.,"? 23,971.00",510,7743,47.74,employed,Rejected, 0.32 
19078,I want to consolidate my credit card debts into one manageable payment.,"? 199,271.00",547,127428,13.05,unemployed,Rejected, 0.64 
19079,I need a loan to pay for an international vacation with my family.,"? 68,026.00",519,22520,13.39,unemployed,Rejected, 0.33 
19080,I need money to invest in stock trading and portfolio building.,"? 20,255.00",798,4838,97.89,employed,Rejected, 0.24 
19081,I need money to purchase updated equipment for my photography business.,"? 185,994.00",487,129411,22.13,employed,Rejected, 0.70 
19082,I need money to purchase updated equipment for my photography business.,"? 84,875.00",412,29788,9.02,employed,Rejected, 0.35 
19083,I need funds to pay for my pilot training program.,"? 70,868.00",324,40295,65.52,unemployed,Rejected, 0.57 
19084,"I need financial help to cover wedding expenses, including the venue and catering.","? 151,443.00",733,6318,12.19,employed,Approved, 0.04 
19085,I need a loan to pay for legal fees related to my business license.,"? 93,950.00",622,73365,44.54,unemployed,Rejected, 0.78 
19086,I need funds to expand my home-based bakery to a physical store.,"? 175,016.00",498,69455,13.15,employed,Rejected, 0.40 
19087,I need a loan to pay for a down payment on my first home.,"? 152,047.00",633,55952,26.39,employed,Approved, 0.37 
19088,I need financial help to install a swimming pool in my backyard.,"? 177,405.00",555,41816,7.24,employed,Approved, 0.24 
19089,I need a loan to cover emergency expenses after a natural disaster.,"? 172,045.00",821,113112,7.96,employed,Rejected, 0.66 
19090,I need a loan to buy a reliable used car for work commuting.,"? 69,527.00",647,38274,63.68,unemployed,Rejected, 0.55 
19091,I need a loan to start a small business.,"? 48,411.00",458,29473,41.25,employed,Rejected, 0.61 
19092,I need funds to expand my home-based bakery to a physical store.,"? 123,322.00",338,29865,14.94,employed,Rejected, 0.24 
19093,I need money to invest in stock trading and portfolio building.,"? 196,825.00",314,139274,12.95,unemployed,Rejected, 0.71 
19094,I need funds to enroll in a professional certification program.,"? 108,641.00",728,27112,24.63,employed,Approved, 0.25 
19095,I need money to cover unexpected legal expenses related to a dispute.,"? 73,648.00",602,22694,13.6,unemployed,Rejected, 0.31 
19096,I need a loan to build a website and market my freelance services.,"? 108,979.00",306,34587,11.33,unemployed,Rejected, 0.32 
19097,I need financial assistance to buy farm equipment for my agricultural business.,"? 127,847.00",526,59966,5.89,unemployed,Rejected, 0.47 
19098,I need a loan to cover emergency expenses after a natural disaster.,"? 63,148.00",503,8742,25.88,employed,Rejected, 0.14 
19099,I need a loan to pay for a down payment on my first home.,"? 114,620.00",339,19251,37.19,unemployed,Rejected, 0.17 
19100,I need financial support to renovate my rental apartment.,"? 152,598.00",811,90522,30.83,employed,Approved, 0.59 
19101,I need a loan to build a website and market my freelance services.,"? 68,492.00",451,32032,51.11,employed,Rejected, 0.47 
19102,I need funds to enroll in a professional certification program.,"? 105,175.00",672,5716,43.26,employed,Approved, 0.05 
19103,I want to pay off my payday loans and switch to a lower-interest option.,"? 72,292.00",803,43462,45.31,employed,Rejected, 0.60 
19104,I want to invest in a rental property as a source of passive income.,"? 28,394.00",406,15370,118.19,unemployed,Rejected, 0.54 
19105,I want to invest in livestock to start a small dairy farm.,"? 26,467.00",815,13705,19.94,unemployed,Rejected, 0.52 
19106,I need a loan to buy a motorcycle for daily transportation.,"? 146,355.00",399,61890,20.46,employed,Rejected, 0.42 
19107,I want to buy a car for my rideshare business on Uber.,"? 170,533.00",422,102276,11.52,employed,Rejected, 0.60 
19108,I need funds to launch my handmade jewelry brand online.,"? 185,726.00",514,55803,24.29,unemployed,Rejected, 0.30 
19109,I need financial support for medical treatment abroad.,"? 75,853.00",305,31953,40.66,unemployed,Rejected, 0.42 
19110,I want to buy a car for my rideshare business on Uber.,"? 138,744.00",518,9420,13.06,unemployed,Rejected, 0.07 
19111,I need a loan to build a website and market my freelance services.,"? 39,657.00",613,14674,77.79,employed,Rejected, 0.37 
19112,I want to invest in a rental property as a source of passive income.,"? 83,316.00",438,20589,38.89,employed,Rejected, 0.25 
19113,I need a loan to upgrade my small music studio with better equipment.,"? 71,419.00",789,48684,56.48,unemployed,Rejected, 0.68 
19114,I need financial support for medical treatment abroad.,"? 119,619.00",586,18500,37.83,unemployed,Rejected, 0.15 
19115,I need financial help to build my dream home in the countryside.,"? 116,744.00",485,18455,24.28,unemployed,Rejected, 0.16 
19116,I need money to purchase updated equipment for my photography business.,"? 120,093.00",378,51691,25.28,employed,Rejected, 0.43 
19117,I want to start a local transportation service and need funds for a van.,"? 147,679.00",488,75626,13.82,unemployed,Rejected, 0.51 
19118,I need a loan to cover emergency expenses after a natural disaster.,"? 146,818.00",575,83079,17.63,employed,Approved, 0.57 
19119,I need financial help to install a swimming pool in my backyard.,"? 89,670.00",841,31817,11.21,employed,Approved, 0.35 
19120,I need financial assistance to launch my own YouTube content creation business.,"? 141,397.00",507,33894,13.23,unemployed,Rejected, 0.24 
19121,I need financial assistance to buy farm equipment for my agricultural business.,"? 130,282.00",512,74263,26.14,employed,Rejected, 0.57 
19122,I need financial support to open a daycare center in my neighborhood.,"? 114,693.00",594,48621,38.76,employed,Approved, 0.42 
19123,I need a loan to buy a truck and start a moving business.,"? 173,058.00",797,54026,7.16,employed,Approved, 0.31 
19124,"I need a loan for home renovation, including a kitchen remodel.","? 199,896.00",507,59649,4.73,employed,Rejected, 0.30 
19125,I need a loan to pay for an international vacation with my family.,"? 20,061.00",551,8409,93.79,employed,Rejected, 0.42 
19126,I want to invest in a rental property as a source of passive income.,"? 120,858.00",391,11146,35.99,employed,Rejected, 0.09 
19127,I need a loan to cover hospital bills after an unexpected surgery.,"? 198,496.00",538,113806,6.42,employed,Rejected, 0.57 
19128,I need a loan to build a website and market my freelance services.,"? 76,978.00",495,58918,56.37,employed,Rejected, 0.77 
19129,I need funds to stock inventory for my new retail store.,"? 110,493.00",628,14185,7.7,employed,Approved, 0.13 
19130,I need a loan to pay for my son's medical treatment and therapy.,"? 60,396.00",764,26540,61.21,employed,Rejected, 0.44 
19131,I want to start a local transportation service and need funds for a van.,"? 55,807.00",638,3265,32.64,unemployed,Rejected, 0.06 
19132,I want to start a small roadside food stall and need funds for equipment.,"? 198,715.00",735,26661,2.54,employed,Approved, 0.13 
19133,I need funds to stock inventory for my new retail store.,"? 128,983.00",849,31547,17.72,employed,Approved, 0.24 
19134,I need a loan to cover emergency expenses after a natural disaster.,"? 184,125.00",581,4656,23.9,unemployed,Rejected, 0.03 
19135,I need a loan to buy a reliable used car for work commuting.,"? 90,440.00",688,33147,39.32,employed,Approved, 0.37 
19136,I need a loan to install a security system at home.,"? 127,612.00",783,49572,4.95,employed,Approved, 0.39 
19137,I want to buy a car for my rideshare business on Uber.,"? 187,393.00",410,89056,3.33,employed,Rejected, 0.48 
19138,I need a loan to pay for my son's medical treatment and therapy.,"? 44,353.00",503,5060,49.85,unemployed,Rejected, 0.11 
19139,I need a loan to develop and launch my mobile app startup.,"? 158,978.00",473,44625,17.65,employed,Rejected, 0.28 
19140,I need a loan to cover hospital bills after an unexpected surgery.,"? 121,358.00",345,13277,26.09,unemployed,Rejected, 0.11 
19141,I need a loan to finance my MBA and career advancement.,"? 70,662.00",702,13624,17.61,employed,Approved, 0.19 
19142,I need money to refinance my home loan at a lower interest rate.,"? 139,346.00",484,27404,19.25,employed,Rejected, 0.20 
19143,I need financial support to pay for my son's football training program.,"? 187,772.00",417,17308,22.3,employed,Rejected, 0.09 
19144,I need money to cover unexpected legal expenses related to a dispute.,"? 190,752.00",521,50733,9.55,unemployed,Rejected, 0.27 
19145,I need money to launch my own tech startup focused on AI solutions.,"? 89,021.00",747,9092,7.01,unemployed,Rejected, 0.10 
19146,I need a loan to buy a reliable used car for work commuting.,"? 75,070.00",301,36071,7.5,unemployed,Rejected, 0.48 
19147,I need a loan to pay off overdue electricity and water bills.,"? 154,525.00",727,78022,14.26,employed,Approved, 0.50 
19148,I need financial support to pay for my son's football training program.,"? 181,594.00",447,35538,12.28,employed,Rejected, 0.20 
19149,I want to start a local transportation service and need funds for a van.,"? 117,256.00",699,80203,7.21,employed,Rejected, 0.68 
19150,I need money to launch my own tech startup focused on AI solutions.,"? 177,770.00",574,48098,12.44,employed,Approved, 0.27 
19151,I need financial support to open a daycare center in my neighborhood.,"? 169,177.00",440,95837,27.65,unemployed,Rejected, 0.57 
19152,I need a loan to pay for a much-needed vacation after years of saving.,"? 53,559.00",406,14262,80.15,employed,Rejected, 0.27 
19153,I need a loan to pay for my son's medical treatment and therapy.,"? 118,982.00",794,44546,41.87,employed,Approved, 0.37 
19154,I need a loan to cover moving expenses after being transferred to another city.,"? 140,162.00",480,90935,23.47,unemployed,Rejected, 0.65 
19155,I need money to launch my own tech startup focused on AI solutions.,"? 169,162.00",357,68344,13.7,employed,Rejected, 0.40 
19156,I need financial help to pay off my high-interest payday loans.,"? 24,037.00",748,9247,129.28,employed,Rejected, 0.38 
19157,I need money to cover unexpected medical expenses from surgery.,"? 70,781.00",519,31306,13.13,employed,Rejected, 0.44 
19158,I need a loan to upgrade my small music studio with better equipment.,"? 31,063.00",495,12900,160.5,employed,Rejected, 0.42 
19159,I need funds to expand my home-based bakery to a physical store.,"? 88,539.00",671,52723,24.62,unemployed,Rejected, 0.60 
19160,I need a loan to pay off overdue electricity and water bills.,"? 79,029.00",373,2789,39.25,employed,Rejected, 0.04 
19161,I want to start a small roadside food stall and need funds for equipment.,"? 189,886.00",511,4680,6.4,employed,Rejected, 0.02 
19162,I need a loan to pay for my son's medical treatment and therapy.,"? 192,036.00",427,118363,5.5,employed,Rejected, 0.62 
19163,I need funds to launch my handmade jewelry brand online.,"? 71,532.00",782,32288,52.16,employed,Rejected, 0.45 
19164,I need financial support for medical treatment abroad.,"? 101,004.00",433,68494,7.01,unemployed,Rejected, 0.68 
19165,I need funds to launch my handmade jewelry brand online.,"? 109,128.00",613,81843,25.75,unemployed,Rejected, 0.75 
19166,I want to consolidate my credit card debts into one manageable payment.,"? 97,107.00",386,12594,42.98,employed,Rejected, 0.13 
19167,I need a loan to buy a truck and start a moving business.,"? 118,233.00",583,71468,17.98,unemployed,Rejected, 0.60 
19168,I want to consolidate my credit card debts into one manageable payment.,"? 171,636.00",817,52610,27.97,unemployed,Rejected, 0.31 
19169,I need a loan to repair my car after an accident.,"? 60,746.00",390,36433,70.44,employed,Rejected, 0.60 
19170,I need money to cover unexpected medical expenses from surgery.,"? 178,987.00",531,59747,18.94,employed,Rejected, 0.33 
19171,I need a loan to finance my MBA and career advancement.,"? 84,156.00",538,17240,42.97,employed,Rejected, 0.20 
19172,I need financial support for medical treatment abroad.,"? 148,055.00",340,92306,12.59,employed,Rejected, 0.62 
19173,I need funds to stock inventory for my new retail store.,"? 64,752.00",647,14889,76.62,employed,Rejected, 0.23 
19174,I need money to purchase a food truck and start my own business.,"? 178,974.00",370,6682,4.06,employed,Rejected, 0.04 
19175,I need a loan to pay for a digital marketing course to grow my business.,"? 194,140.00",672,42101,19.78,employed,Approved, 0.22 
19176,"I need a loan for home renovation, including a kitchen remodel.","? 195,898.00",695,102094,3.21,unemployed,Rejected, 0.52 
19177,I need financial help to pay off my high-interest payday loans.,"? 136,786.00",790,50005,10.59,unemployed,Rejected, 0.37 
19178,I need a loan to buy a truck and start a moving business.,"? 67,765.00",377,7675,35.38,employed,Rejected, 0.11 
19179,I need a loan to buy a truck and start a moving business.,"? 26,251.00",471,5630,175.22,unemployed,Rejected, 0.21 
19180,I want to start a small roadside food stall and need funds for equipment.,"? 189,511.00",437,99751,21.47,unemployed,Rejected, 0.53 
19181,I need money to buy new tools and materials for my woodworking business.,"? 180,541.00",327,119308,8.95,unemployed,Rejected, 0.66 
19182,I need money to invest in stock trading and portfolio building.,"? 50,125.00",718,22317,76.08,employed,Rejected, 0.45 
19183,I need a loan to pay for a digital marketing course to grow my business.,"? 156,841.00",412,121913,22.83,employed,Rejected, 0.78 
19184,I need money to publish and market my self-written book.,"? 124,106.00",573,46502,23.47,employed,Approved, 0.37 
19185,I need money to publish and market my self-written book.,"? 155,190.00",365,89817,15.25,employed,Rejected, 0.58 
19186,I want to expand my small online clothing store.,"? 71,490.00",545,51474,21.36,employed,Rejected, 0.72 
19187,I need funds to enroll in a professional certification program.,"? 184,155.00",379,124026,25.02,employed,Rejected, 0.67 
19188,I need a loan to relocate to a new city after getting a job offer.,"? 137,582.00",498,100131,6.33,unemployed,Rejected, 0.73 
19189,I need a loan to support my side business selling handmade candles.,"? 192,843.00",683,29313,12.83,employed,Approved, 0.15 
19190,I need a loan to cover emergency expenses after a natural disaster.,"? 149,020.00",403,106135,15.28,unemployed,Rejected, 0.71 
19191,I need money to start a home-based catering business.,"? 63,837.00",392,40913,27.63,unemployed,Rejected, 0.64 
19192,I need money to purchase a food truck and start my own business.,"? 56,641.00",557,34192,49.44,employed,Rejected, 0.60 
19193,I want to invest in livestock to start a small dairy farm.,"? 135,665.00",357,65532,35.79,employed,Rejected, 0.48 
19194,I need a loan to cover moving expenses after being transferred to another city.,"? 71,846.00",531,33154,23.02,employed,Rejected, 0.46 
19195,I want to invest in livestock to start a small dairy farm.,"? 53,053.00",335,41213,40.23,employed,Rejected, 0.78 
19196,I want to start a mobile pet grooming service and need funds for supplies.,"? 141,215.00",690,59736,34,employed,Approved, 0.42 
19197,I want to pay off my payday loans and switch to a lower-interest option.,"? 93,991.00",616,14812,46.13,unemployed,Rejected, 0.16 
19198,I need funds to stock inventory for my new retail store.,"? 55,805.00",847,14891,16.03,unemployed,Rejected, 0.27 
19199,I want to make home improvements like installing solar panels.,"? 93,365.00",664,52806,43.93,employed,Approved, 0.57 
19200,I need a loan to pay for a digital marketing course to grow my business.,"? 140,189.00",632,34974,25.05,employed,Approved, 0.25 
19201,I need financial assistance to launch my own YouTube content creation business.,"? 49,500.00",727,26068,76.36,employed,Rejected, 0.53 
19202,I need a loan to pay for a down payment on my first home.,"? 188,471.00",769,112606,15.61,unemployed,Rejected, 0.60 
19203,I need a loan to finance my MBA and career advancement.,"? 92,921.00",697,17755,44.82,employed,Approved, 0.19 
19204,I need a loan to pay for a down payment on my first home.,"? 61,322.00",668,1733,17.48,unemployed,Rejected, 0.03 
19205,I need a loan to repair my car after an accident.,"? 85,893.00",740,34920,46.46,unemployed,Rejected, 0.41 
19206,I need money to invest in a franchise business opportunity.,"? 165,935.00",705,1399,3.83,unemployed,Rejected, 0.01 
19207,I need money to cover unexpected legal expenses related to a dispute.,"? 138,740.00",564,74938,32.87,unemployed,Rejected, 0.54 
19208,I need funds to enroll in a professional certification program.,"? 82,929.00",530,2771,42.56,employed,Rejected, 0.03 
19209,I need a loan to cover moving expenses after being transferred to another city.,"? 184,780.00",332,96351,12.38,employed,Rejected, 0.52 
19210,I need a loan to pay for legal fees related to my business license.,"? 196,176.00",792,109457,10.19,employed,Approved, 0.56 
19211,I need funds to stock inventory for my new retail store.,"? 196,497.00",613,4710,8.69,employed,Approved, 0.02 
19212,I need financial assistance to launch my own YouTube content creation business.,"? 120,704.00",757,35604,10.25,employed,Approved, 0.29 
19213,I need funds to pay for my daughter's college tuition.,"? 37,931.00",737,11805,124.71,unemployed,Rejected, 0.31 
19214,I need funds to expand my home-based bakery to a physical store.,"? 66,982.00",814,52873,38.23,unemployed,Rejected, 0.79 
19215,I need financial support to pay for my son's football training program.,"? 136,991.00",503,94010,30.19,employed,Rejected, 0.69 
19216,I need a loan to pay off overdue electricity and water bills.,"? 94,316.00",422,38581,33.95,employed,Rejected, 0.41 
19217,I need financial support to pay for my son's football training program.,"? 51,879.00",719,32364,53.7,employed,Rejected, 0.62 
19218,I need a loan to install a security system at home.,"? 185,827.00",465,66573,21.56,unemployed,Rejected, 0.36 
19219,I need funds to buy new furniture and appliances for my house.,"? 163,276.00",437,71855,21.17,unemployed,Rejected, 0.44 
19220,I need money to open a small bookstore and café.,"? 155,007.00",537,120806,6.24,unemployed,Rejected, 0.78 
19221,I need funds to upgrade my computer and buy software for freelance work.,"? 162,948.00",464,50533,22.98,employed,Rejected, 0.31 
19222,I need a loan to relocate to a new city after getting a job offer.,"? 38,741.00",602,18818,117.98,employed,Rejected, 0.49 
19223,I need a loan to start a small business.,"? 58,634.00",485,42140,46.66,employed,Rejected, 0.72 
19224,I need a loan to pay for a down payment on my first home.,"? 158,470.00",636,47781,20.01,employed,Approved, 0.30 
19225,I need financial help to install a swimming pool in my backyard.,"? 117,589.00",379,50684,27.45,employed,Rejected, 0.43 
19226,I need financial help to build my dream home in the countryside.,"? 193,458.00",457,86797,14.81,unemployed,Rejected, 0.45 
19227,I need a loan to install a security system at home.,"? 172,703.00",589,128955,5.62,employed,Rejected, 0.75 
19228,I need a loan to support my side business selling handmade candles.,"? 67,330.00",841,14649,55.61,employed,Rejected, 0.22 
19229,I need a loan to cover emergency expenses after a natural disaster.,"? 90,773.00",693,22271,45.39,employed,Approved, 0.25 
19230,I need a loan to develop and launch my mobile app startup.,"? 94,085.00",510,20572,51.49,employed,Rejected, 0.22 
19231,I need money to pay for a vocational training course in plumbing.,"? 37,788.00",777,18688,50.8,employed,Rejected, 0.49 
19232,I need money to cover unexpected legal expenses related to a dispute.,"? 193,259.00",430,131275,7.41,unemployed,Rejected, 0.68 
19233,I want to invest in livestock to start a small dairy farm.,"? 58,961.00",464,44742,33.68,employed,Rejected, 0.76 
19234,I need a loan to buy a reliable used car for work commuting.,"? 85,204.00",397,11679,52.7,employed,Rejected, 0.14 
19235,I need a loan to buy a motorcycle for daily transportation.,"? 131,489.00",673,17398,17.98,employed,Approved, 0.13 
19236,I need money to purchase a food truck and start my own business.,"? 119,873.00",807,14574,27.59,unemployed,Rejected, 0.12 
19237,I need financial help to build my dream home in the countryside.,"? 145,781.00",451,45521,31.21,employed,Rejected, 0.31 
19238,I need a loan to finance my MBA and career advancement.,"? 166,358.00",562,99474,9.83,unemployed,Rejected, 0.60 
19239,I need a loan to relocate to a new city after getting a job offer.,"? 30,073.00",815,16742,130.23,employed,Rejected, 0.56 
19240,I need money to invest in stock trading and portfolio building.,"? 98,762.00",489,62499,5.29,unemployed,Rejected, 0.63 
19241,I need money to cover adoption fees and related expenses.,"? 105,590.00",684,52758,20.18,employed,Approved, 0.50 
19242,I want to start a mobile pet grooming service and need funds for supplies.,"? 195,470.00",311,18890,9.03,employed,Rejected, 0.10 
19243,I want to buy a car for my rideshare business on Uber.,"? 69,127.00",393,46656,28,employed,Rejected, 0.67 
19244,I want to buy a car for my rideshare business on Uber.,"? 122,535.00",467,78522,12.87,employed,Rejected, 0.64 
19245,I want to buy a car for my rideshare business on Uber.,"? 80,849.00",607,46926,45.26,employed,Approved, 0.58 
19246,I need financial assistance to buy farm equipment for my agricultural business.,"? 194,023.00",544,62335,16.14,unemployed,Rejected, 0.32 
19247,I need a loan to buy a motorcycle for daily transportation.,"? 149,735.00",787,37229,21.38,employed,Approved, 0.25 
19248,I need financial assistance to launch my own YouTube content creation business.,"? 91,882.00",503,8644,46.09,unemployed,Rejected, 0.09 
19249,I want to expand my small online clothing store.,"? 78,897.00",432,48125,56.37,unemployed,Rejected, 0.61 
19250,I need a loan to support my side business selling handmade candles.,"? 82,866.00",535,32757,32.89,employed,Rejected, 0.40 
19251,I need money to open a small bookstore and café.,"? 51,312.00",348,1187,57.52,unemployed,Rejected, 0.02 
19252,I need a loan to cover moving expenses after being transferred to another city.,"? 32,319.00",688,11080,120.97,unemployed,Rejected, 0.34 
19253,I need money to cover funeral expenses for a loved one.,"? 111,872.00",390,73982,6.7,unemployed,Rejected, 0.66 
19254,I need money to pay for a vocational training course in plumbing.,"? 195,047.00",658,97290,21.03,employed,Approved, 0.50 
19255,I need a loan to buy a motorcycle for daily transportation.,"? 188,184.00",322,93432,17.09,employed,Rejected, 0.50 
19256,I need a loan to buy a reliable used car for work commuting.,"? 43,347.00",642,22853,107.86,employed,Rejected, 0.53 
19257,I want to start a mobile pet grooming service and need funds for supplies.,"? 133,884.00",745,79394,6.6,unemployed,Rejected, 0.59 
19258,I need money to open a small bookstore and café.,"? 65,193.00",660,34824,64.88,employed,Rejected, 0.53 
19259,I need a loan to pay for a digital marketing course to grow my business.,"? 169,585.00",673,110605,18.37,unemployed,Rejected, 0.65 
19260,I need a loan to repair my car after an accident.,"? 146,036.00",477,31352,16.06,employed,Rejected, 0.21 
19261,I want to pay off my payday loans and switch to a lower-interest option.,"? 192,335.00",812,51261,3.78,unemployed,Rejected, 0.27 
19262,I need money to invest in a franchise business opportunity.,"? 134,009.00",676,4549,34.94,unemployed,Rejected, 0.03 
19263,I need money to publish and market my self-written book.,"? 81,276.00",612,17644,25.83,employed,Approved, 0.22 
19264,I need a loan to upgrade my small music studio with better equipment.,"? 75,019.00",587,15192,52.57,employed,Rejected, 0.20 
19265,I need a loan to pay off overdue electricity and water bills.,"? 135,979.00",408,44786,11.86,unemployed,Rejected, 0.33 
19266,I need financial help to cover maternity and delivery expenses.,"? 97,069.00",545,29495,10.08,unemployed,Rejected, 0.30 
19267,I need funds to upgrade my computer and buy software for freelance work.,"? 68,702.00",361,44697,19.36,employed,Rejected, 0.65 
